income,debt,credit_score,Food,Transportation,Housing,Utilities
134717,15598,393,9416.149173850761,13668.736150980065,38477.22255316715,6866.07030836677
132612,4828,334,8325.83718676544,11910.032750065833,42515.31739118167,8234.122787233713
133075,2671,559,9149.399358063309,11563.920404162536,40420.66395302946,8455.757162053493
107779,33837,509,15174.947282459689,15425.174839920808,36115.186933310746,8490.874354375366
136537,12838,474,9809.364990420127,12229.883431246239,44033.00977673791,10167.146534038517
103758,31238,495,5218.160698010281,12117.917429403167,26537.24731028782,9297.264094408969
97817,32144,382,7189.843540466839,5546.7961293514645,26041.983070607403,9154.125320402318
43124,21513,729,4717.37907745554,6194.953711373584,12931.523321309869,3706.6598027802343
73984,27220,795,8481.736753372294,11010.446284606565,18609.89254749388,7234.0196428609715
128941,15232,478,10680.677748700942,17868.64385961288,36177.88652710494,9125.943561431914
183430,13088,781,13724.249246134586,15276.65673328132,60792.09722223496,13902.686691478135
196266,25188,824,11450.247801491101,14608.746574061091,67811.89319941659,11255.42593374624
46631,6286,685,4617.308944769546,6591.341432799684,13156.610356907835,3031.747014152787
88496,24,815,6020.229778227377,7501.720251693816,26684.442961634115,6196.702241483237
67166,28331,482,6341.0205275131775,10009.713957876334,19346.357538676923,5588.67719051491
180327,9482,386,12509.778695815561,10410.843765335116,47718.8726539603,12745.818915762373
159798,33311,524,15087.768263006254,19753.99308924247,44146.90772554988,11563.623530495906
166223,38170,811,15786.49863295041,18923.98664600462,43937.49889197143,16089.954277631216
161692,49633,548,19724.526178028544,9908.827011075824,54722.621698873154,14319.65856034245
139590,48944,323,15570.87786904822,18274.647104000196,39902.13996692711,9209.28777161384
127232,20460,670,11051.090064815337,13750.020362291847,43814.36407197569,12269.212801936532
90111,11487,474,7897.791112594892,8154.272234753783,29825.694351814655,8474.068552828212
113340,22252,573,15955.721448272527,6529.180749538761,31774.86528947517,6636.623089232896
32250,30862,821,4526.3768360638505,2766.855863330751,10531.654725783465,2897.5948368718236
20589,18130,540,2154.5436572815065,1984.7233299054978,5593.076850033644,1553.1445577837355
140674,1073,330,8088.694002157951,9525.48555970677,37850.11192095743,8131.1990044579725
33409,21847,822,2464.1983363656723,3300.2579470475666,9430.086931353062,1968.7655745163156
77744,29891,769,11624.000098141407,8108.145108009605,24103.107312155178,4741.575454569295
91659,5360,693,8231.1023882956,8576.452159575632,23990.235721463043,7368.448115821841
190314,10057,317,17759.229660830115,19563.722882134225,55686.32195410782,10582.673520789589
53571,14874,372,7079.507042681191,8023.7331151095605,15091.09751733139,2775.4715628592517
181077,22637,428,12356.111375350562,23196.716848365195,59004.36507725856,15374.767408553174
40340,41176,399,3685.3511174905784,2332.001907704213,11445.44038844734,3211.1364306503756
129216,45983,305,10412.72606214035,14868.564802439076,41033.424993138455,11501.703972104777
192687,30270,563,19717.53270107179,15029.57542439783,61022.86716693953,9748.886408083328
70005,2675,667,4882.3066572192,6441.066557665332,20756.865898544955,4458.883433478388
24001,19557,369,1372.9021026448563,1336.9471968204703,6367.912125883043,1408.8808719522085
27632,25022,424,2591.890793810304,3185.548786886808,8673.807978019948,1810.5227235565153
126172,23338,345,9109.586503942463,12854.416107531018,37278.348076432485,12598.775059104259
196447,26117,386,10141.918063165813,28727.313200116885,52618.28926826229,10036.661171895961
191403,49814,722,27568.773801688563,15463.962683721149,49451.651248214315,13090.38452928824
76895,15935,467,9396.494782495192,4275.055301472019,20300.82597533722,3897.339544483401
31018,18187,688,2542.7687045686216,4106.6717087771385,7981.835244543247,2872.954094719733
183646,46692,723,15186.111132445005,15286.654755073949,51213.20105995286,14996.986614110769
39467,30268,767,3481.1956670960562,2339.2558368533905,13117.506843784213,2149.0863672844357
91238,5298,822,6784.057168379796,6412.914757634735,26300.62992200374,7728.981093172087
180444,25373,840,25225.405079879347,21006.357754376255,58456.591102911145,12014.678198049014
109461,2680,328,13973.670085317597,5528.230259889632,37557.58596839369,10113.599752798986
196632,12194,347,19858.1618621659,12309.100381666607,65653.59629056547,10181.953454406737
123253,45431,835,15650.560977214858,9920.57108898696,32994.99031934644,8054.416214031882
85409,20917,573,9919.700895645072,4407.17003728235,23052.982494755317,8385.425947180831
130267,47765,569,11587.006423604043,7454.869433048814,39251.40102975635,12829.189770801939
77587,5878,392,8878.592843277069,7182.040298051907,20210.11134626113,4607.951695658804
28407,47663,686,3146.036026963373,2603.3331901191737,7827.064034119123,2448.99998547095
169949,8839,819,9322.92647797747,15210.339081917971,45351.61867375356,9233.621169506305
31706,43748,445,3800.2740302693164,1957.491007023125,8169.771099828571,1994.0848763930633
35210,24933,648,3380.913733399825,1883.6480020467743,11252.923774099845,3379.9822715134515
63555,10922,660,9371.917904218559,6755.571207280166,18657.19485367581,5139.237268510182
154538,10320,722,21038.788327994294,12642.548923983577,51870.07191377678,8836.106256484336
135847,44402,540,17511.372803033708,18028.39531599802,39302.974285762924,12419.24479768642
150903,44410,416,16507.000336608988,21169.828686854635,49960.12951759313,9243.8250057901
191504,4747,699,16123.992674603167,20639.369225227532,48621.10280899994,10220.943988153143
27833,43091,775,4117.559609945894,2977.1615965980122,9474.112058898581,1559.6123458588488
132354,30108,650,19371.718284662824,8344.592907237084,40265.1028148299,9860.626306262864
168694,13753,747,17323.780663911777,19310.150061024786,42547.87638684138,11574.86741634497
145707,45590,560,8557.765651628722,17741.16901750455,46867.519750484156,10932.051606194518
97715,28234,603,13109.952961587916,13830.59943424617,28582.509716240525,7023.582682517501
83347,9142,789,7846.986603557678,5676.517591266302,23594.363986690012,7984.03117601473
140939,2457,511,10057.342396357493,14220.2497877298,48687.65300552774,14016.233891957776
104971,29545,698,13481.37349813722,12120.953147717399,30920.437127799647,8212.258984860957
179468,14666,682,25227.3146895961,16850.960723366068,49178.70491095519,11336.988603294147
53114,20066,626,3690.847615195328,3005.6167236056845,18163.38134168084,5129.417485080243
35232,22185,777,2321.72852134382,1899.348895253052,11195.595312614963,1838.4457899710646
176643,25816,376,24194.222796923383,22028.561063057125,49752.07633083473,14429.906100732707
91069,39525,742,10270.791316119821,13221.651033227277,27538.656210306326,7371.7826304984155
132456,4919,747,10895.558857426558,10165.804148906424,39841.93848548792,12438.561153551664
113369,13075,482,8129.337610498176,13420.743304648762,32330.108536737345,6101.828314054606
110542,27495,843,6197.454695669174,14031.56610125776,35444.902992408206,8497.22301110572
185472,20905,540,25856.063267855436,21109.38204364572,50186.20459347535,18022.934353759152
58904,43249,578,5301.914746145151,7136.941768304756,16659.773462292396,4935.825431572987
85903,12268,515,4502.111130071901,11966.951759677757,25785.80007637705,5138.575178199504
180375,8194,337,15477.683702635975,10537.282775126032,56847.72920575049,12777.411430762955
175543,11313,598,10366.381750979845,15303.520522211245,58340.20587513909,15018.440374314026
193006,13567,488,12069.715205880371,23469.83630294493,56734.153981282645,11640.9387046935
142942,26269,793,20596.377125442552,21004.93434728246,41967.46143372855,7158.028687656604
135535,16692,782,18605.67808614371,19406.584141506566,34317.41706902602,7848.576527848536
190235,45327,634,26327.671509071497,26922.727900735255,53517.62519419925,13168.700281846963
32988,4612,542,4727.110932344332,2366.6229739820483,9187.34920723328,1837.4301350628955
58562,18642,561,7290.759128033912,7973.308729952437,20450.19753534608,2930.3435173758726
179857,14936,529,15760.122024741415,22265.822168398478,50498.604753728825,11767.024100760325
177752,24236,617,9050.419758756583,20436.038669234797,62193.608234548294,14339.819776555018
97186,40676,722,10252.37297728956,11835.110390167685,32243.50344202626,5209.325268277939
71968,5053,498,8022.498039577466,8794.317800177678,21787.65096210881,6844.38671360708
166343,34072,756,16817.563782686553,22596.605809800058,56814.63717675255,13662.166956455098
76705,22210,550,4939.217786570781,10862.042696167362,24466.80259393273,4621.302539007208
105653,27510,446,8637.448950946222,7155.3114800822095,36001.27535610943,9645.759969033223
181738,36666,809,24896.04659258831,23937.036646069682,59558.92105807159,11346.277745126425
103700,24186,512,5639.451693247471,9272.039701644191,25933.253021093427,8910.768587780509
137270,48362,486,12029.478503474427,9935.203592306594,36699.35728327588,9866.973006989863
194400,14793,528,24934.42339810442,19200.248442100383,63326.8920122294,17802.89625753741
180711,41137,505,26597.82488340069,22425.485979063025,48830.585272855125,14315.477418387469
114980,28394,607,8973.952091193987,11957.801773941455,35178.621297447666,6330.239745551401
171791,17200,517,14556.698544611447,10240.02216639873,45463.586789085304,15421.625309850928
35542,37718,694,5162.732232671452,3554.488676280823,9588.162690418048,2840.374181010902
93442,49936,394,6870.684879881037,13528.480445451693,24917.677148304618,8791.012808742444
182676,16088,687,24476.300076336185,19154.943934724393,52079.485398647346,10014.593427863296
105944,40111,848,9529.045324117184,9107.507979696733,31818.33126541386,6823.7215649385935
65390,23391,648,7659.27530013249,4932.41649458313,19244.12634912348,5762.862991836476
92342,34850,465,7715.421724801489,13707.01826194851,26387.02657169092,6175.879805886644
162235,21607,324,21077.227250053886,23789.450118162218,42222.32568121371,15198.578331836961
139588,45101,490,11314.406736409592,7183.1664090987315,41508.52832657646,9906.770397613807
156210,40980,664,20037.590017047245,23259.78843862034,46287.44118457873,14751.218802365825
29006,20801,785,4300.592657744707,1880.4633727047303,9185.962621492657,2158.8529082249
105989,2180,648,9357.125000763588,7418.521469569273,30943.37553647741,7391.831442625237
139213,33748,599,13010.66451221476,7888.526918700258,42101.28122986172,13536.87340948767
149718,39760,360,10032.934303882863,10288.795307057404,43822.78374380837,9192.371232848998
144691,17577,716,21618.00225240269,9010.418101178231,44937.32542058437,7593.927770102537
96052,21705,772,8449.60197777083,13967.71338965773,30912.82037712612,5987.052027209789
82795,48803,542,6039.169982147404,9884.912088947985,22390.035670817073,4723.887921895207
52807,7162,556,6579.906930096123,7832.445271535877,18224.08311874438,3580.7521593429065
22461,3127,689,1638.5254437677588,3239.290262216869,6075.186821876601,1201.4840300634537
136149,44410,541,9555.544777507113,12397.866142417866,42325.51714260708,11401.566353077205
113362,3675,669,17001.92164407046,12129.735638565271,29330.19089485503,9996.074700871024
108916,46493,710,15906.908329861895,9341.793391790436,28353.02851862084,7353.31212252395
135794,32180,557,9622.770769263903,10584.903073048752,37565.83180137148,7478.46046361414
58339,32609,555,3355.876509719998,2939.919129075036,14777.290050706399,4407.059862346438
183475,37995,645,24892.646319667194,20929.079768950873,53335.30791458415,9974.213791665688
91682,32804,634,6655.682274018069,12738.396778023012,25088.160002376215,7807.084547340498
155791,35553,316,22295.136879132187,16610.061481888893,42383.001951622195,11245.833621568747
145434,43699,626,20838.03555236556,19611.506538790174,42140.81581069223,10466.816490278363
180078,18248,447,17376.17249851476,18201.796248325118,54274.18866874216,11888.293052657711
26267,49297,420,1967.7475409496249,1372.0793895813001,8519.518278625223,1775.3839359531728
66440,47461,724,5965.50851846964,5294.643907733976,18236.24980987747,5215.45464976939
36642,27096,604,2815.359661655799,5252.905192870183,12522.158523984233,3333.8973028724877
199365,45757,503,21291.665747063988,15916.722792341563,66779.7711494735,15298.062230357318
72596,46376,553,4641.666177914272,7536.6125940707525,19446.525692444586,5269.022513728527
37140,11126,666,2408.6890038025335,3072.8190763251714,10089.777592237848,3699.3185706810154
137539,33632,614,18423.452947613816,19093.502675323492,43528.22192113287,7104.246287916732
84248,33822,665,12157.095050794376,6562.659697556237,21628.441554059093,6675.073137705381
193977,25029,362,25716.14112488446,15478.614353064811,62443.31485623634,16391.314261672072
136754,23124,588,15602.051872726923,18251.156542341447,37555.666999489375,10284.750529195606
151269,22445,392,12550.015507477949,12790.708534222162,51360.93214469114,14251.974027811098
58560,42478,371,4943.196462896284,5835.794354457419,19731.720070362884,5200.791232947218
178628,14795,476,16918.481763801206,16891.274981069986,50024.611435928164,12647.889016626945
119667,20112,666,8327.435753275808,6377.235328047175,33730.68463825923,8506.727319679017
63687,26147,624,8443.499604437471,3442.4114849864027,19404.491873384355,3742.2523336842523
154306,5190,790,19276.558153183545,19244.607639242713,49938.82680559561,7985.152794194632
22043,29242,609,1577.6002041626434,1179.820312978531,5707.022701709814,1839.3520539545245
49898,16609,336,4531.369153997009,6035.744324870043,15597.227660532082,3070.928706682629
20583,22458,384,2041.806129467783,2826.096553255412,5304.622627103624,1548.9982020638445
136255,248,606,17629.293305331754,10332.135712313064,43291.34743566907,8156.521742021162
124182,27609,324,17930.765337769604,7114.816768907185,39515.64180030024,10212.02575123051
26789,15595,362,1909.231454499217,1411.4128156178754,7965.085065109434,2611.481246932662
76619,49590,826,4679.041578173942,11369.814708325805,20373.937758139997,5451.931774976286
135507,7669,392,16566.223338339005,8740.827057499644,45704.01350303725,9854.720668940268
102043,19563,503,5638.8582165778125,11023.14820010256,28993.424369755554,5231.094737808458
126286,17409,393,9161.626282392685,11273.375635199067,37546.6758707054,10564.397781726364
146223,18177,733,20193.21014708806,17249.376320193154,37980.57886029691,9407.058013149797
45962,15471,547,4450.368913840971,3076.2000302452293,15950.357701333654,2917.505675172595
68927,36327,377,6072.4418778847985,6571.821955116385,23555.995687856434,6422.81748367493
33896,21709,400,2815.564184746914,2547.144913029878,9468.841526916289,3098.8997841369996
75304,39797,769,6455.959958508281,5144.007808873627,23762.364029348697,7284.178730873433
178782,24365,511,10728.623800164658,14962.286414773795,53536.61028321688,9998.976613403356
192661,24682,323,11004.941694605875,28410.661481671414,65429.526799193016,17095.162584318216
137540,38705,368,10122.319923742443,7570.660203762229,37002.143207953326,8963.889727801796
135373,19278,649,8442.44285103575,13600.716458230367,42936.03787217522,10916.894457810928
48849,22340,454,3961.0368351364136,4396.826157686964,12510.751403367909,2718.9690853177403
159683,33609,478,8086.977113317071,17470.54437579564,51968.77142376289,15030.136435886516
155118,14170,486,14758.73762988145,23159.27316526923,53333.78383858045,8680.093541107553
105694,33440,616,9997.926858607963,7710.726520279381,36107.283521572805,6695.366206439653
56225,29582,519,6783.802077748452,4107.928462059093,18838.28528994262,5431.1851116179605
196120,43195,731,19218.115080919135,18559.925898906073,68407.75014705675,11743.406545400878
155635,8314,417,14135.550537319194,14881.428555075707,54001.03934332107,11405.677289957674
181251,45529,653,13564.512180730571,24692.75127133087,49985.30331715054,12148.95119018111
21548,2920,342,1387.1878701457808,2170.5939476307326,7036.039073128753,2049.3782994498897
120246,14212,424,10186.006332750618,9662.567382737581,34260.33642991717,7108.44651409112
42060,20840,450,3751.8720267516096,4361.068865525803,10728.18646603504,2753.411129776204
39448,7890,469,3670.977518150007,5295.459101615502,12001.673506123405,3227.4151664635688
65551,14744,723,3603.1717955312793,6407.7760477973225,17674.12869923107,4516.476982342546
90022,20201,729,6414.179708542889,9225.392119033566,22713.403294911463,4634.604937032539
108573,21268,345,8940.183818335212,6782.488887988051,36288.70941629911,8043.867297001842
190373,20700,415,11651.245405916918,22101.444238607746,65651.63088126316,16871.080671948228
142030,20171,609,8399.959822844954,17025.338187544246,38605.07420394237,8784.11025689678
94140,47977,742,4870.197570881061,12332.595113616464,27979.553693891623,5857.763195019415
50981,18793,655,4675.237619495084,6958.677087106919,15304.45849223402,5014.244407182624
175606,21115,434,8792.208865792232,11871.573386348777,45977.54647305693,17115.245994268687
107087,36621,702,11942.685175626944,9012.319032604068,27518.542566793185,10004.584455265478
83787,33125,726,9329.47545367202,5122.930841180082,24472.012003357537,4574.461677662317
58620,1541,804,7782.180302691963,8113.112969650027,19464.040845868363,3737.0798920886823
134959,9657,799,11177.544238694109,6810.912577825244,45755.06644582972,8887.928281618502
94719,9221,718,10487.113548710076,13876.374582073193,30608.653527087416,6507.975281456218
153526,36309,401,14720.428348637926,18254.017026952948,48915.82746009646,13942.142276414292
129849,19652,374,19144.92353589784,9928.469870102348,35060.913719147065,11088.087650551337
128294,29187,831,17861.77283275262,12298.26349922711,43010.82232139739,11814.41494777941
81372,47501,347,11369.82360033339,7314.25788733474,26008.195913173106,4450.236506487052
78078,27995,524,4983.8331365001395,5800.045294822613,26107.5791840605,4012.2922234165762
158674,29899,450,22979.659317537917,16787.16113990934,48157.343724867744,15430.397299776982
176203,6244,301,25675.221285154013,12165.395227734338,45797.40940940238,15548.682188458519
50685,19419,481,7051.189678617868,3432.57071561828,13815.11821101434,2878.849332616085
183881,31444,719,10690.25978472777,18144.272427754877,57066.458879555736,18161.77949520572
69234,16018,445,3700.597370444661,9975.518467075279,20742.971170077944,3497.662799953765
24527,46128,402,2417.427124704683,1863.0695958265646,7416.9242503500955,1293.9335351203047
81759,24127,453,11020.895195267289,10693.802634574275,27105.510441785875,5677.001498709997
21030,41013,300,1159.1377158571183,1642.5517182589808,6925.6854726583815,1810.8418582513966
106424,20460,701,7394.198350740964,6804.97152270655,33455.80589614232,8806.731803081613
186350,4926,418,23142.43752119011,25056.89308322521,52523.83097606097,14793.82434215646
52753,37823,649,7067.673567484442,6407.269757608147,18149.378502013373,3525.8782214258335
183593,42198,762,17135.227236219598,10260.645899016237,63570.284541607245,16462.011300551556
186762,33998,751,23378.98691840726,22935.433441453384,50318.828460037425,13543.969198689423
55997,29634,519,8221.904771984737,4960.306842670816,18643.81904773719,3227.0800297108517
179973,43908,497,15302.526704406995,12865.573185078223,49726.335865977264,17606.30006967345
157829,1904,794,11085.355301685884,11448.242117013497,49379.72173966515,9011.620777453361
88437,41381,739,7192.139855469575,12299.216626989519,25383.424588740498,8108.685416660965
156864,47007,340,11824.55984204921,17958.179263417383,45428.58209702556,7849.295448180263
146327,46362,724,20166.956163301744,16512.326948612972,43091.38019279599,13072.356028841272
90020,13454,542,6161.598223954569,4664.3516283604795,29283.80324585227,5024.769843233632
127477,45629,445,14408.596072210765,12341.46634011311,40198.917143704784,12247.467507756926
54052,45837,826,2946.875172430639,8037.225747602812,16401.428916066725,5186.605492713943
116307,16087,843,14636.836585328441,14114.75932487497,34763.92654591277,10511.097823479751
132314,25844,534,11376.762250148484,10185.02610953027,36831.88024592875,7626.267719652409
192047,46542,846,27989.003657699246,22604.514643940296,63398.56979200395,16731.72225633574
122583,45925,773,16340.915014421109,18131.800347474935,39608.060717938744,11040.743129367464
113616,34370,743,10255.67284334512,14576.203795980256,30699.417631386565,6819.944505582086
56732,48833,837,7743.33291141089,7108.074548748566,17225.99276344924,4202.78639475812
76610,11343,762,9444.032920915923,8372.39630287222,24775.698848971133,4454.497501375962
67153,34114,815,8306.124408886673,5707.905169517874,19316.741263736734,5241.292183348718
70110,4582,447,3823.8568680755907,8134.303113197896,23798.63975347328,5147.0313407682115
153462,41016,488,8872.437303661149,10365.171491279389,39597.80171746802,8402.76806511951
56581,4388,780,4546.820501714026,6018.295585421145,16397.145065334546,3193.622667402938
36315,25707,729,4043.3020350095057,2229.5620026192946,9449.710630080934,1881.4393165150975
113553,15353,346,10069.437086542175,6737.338337998625,35397.11648341253,11135.595263929463
96460,20835,687,12444.596604965463,8156.154930235686,26268.301662448917,8626.649316323541
168803,19262,769,17713.997110023298,19281.069624499476,44158.75203262494,13104.394436236727
127075,20640,600,16205.116447856748,7187.769383451791,33714.759804082314,10666.018380813737
188384,9185,303,13752.886257449789,20711.423646823285,58323.49936958133,17426.81961196746
35660,7909,454,3071.056524766853,4922.917328954118,10721.681412143163,3021.522817667823
118181,38536,748,10534.039876850122,16175.534346102657,31613.957805300914,7632.979553933191
116987,16636,313,12068.611779661322,11073.91071922862,30904.991321482372,10566.201360379635
137118,48696,650,8361.612734806879,13074.10925521239,45384.98621621718,9850.256323661833
119698,18705,691,16528.390490228718,15096.896759826253,41300.03293533975,6608.0312947632765
97920,17492,705,9835.919245894913,11555.7897410372,26704.49979720687,7592.344883521906
72894,29999,463,10433.901011778744,9615.857948517165,24252.859076115867,4380.988306166363
148197,9400,801,17406.63675600788,18203.8960273174,42162.67647753353,11199.228115341162
22467,47169,812,1806.4864437596618,2425.5619051069584,6347.120527049212,1889.7825971127643
30410,23150,565,3575.8310338308597,2283.0958774189035,10491.615598854718,1980.9023811875238
155740,44112,843,18472.41515202329,12238.055400047031,46593.42282135461,11129.004595138937
104291,16820,700,9482.707898748306,5369.156807129016,26579.80670447845,8430.298747106237
102508,16072,568,12203.182321418251,9796.11780274926,33722.062427310964,7170.764232363149
53622,33755,785,3034.462086585758,6190.262820329845,14663.359630888031,3681.0180230979763
105708,42095,388,5936.214874683616,15522.295611197334,28887.44780922408,7023.102777412251
60255,43092,847,5149.593759387648,6122.750643731857,20320.61494400132,3185.28332234266
75481,18243,741,3846.378607828638,9981.502686306889,21745.05847667259,4461.644560896308
64435,18908,703,6425.70919613052,3422.292064436725,20282.806155164744,4772.779078963284
170370,14831,625,25061.993428379054,25273.302180261286,53467.11918673183,10128.755927101494
112809,39471,793,6615.048909644659,15290.210251283075,38795.394873168065,10326.928796299178
197758,13690,465,15103.556716250523,20159.36316302731,56403.53123855162,15826.270381564516
55032,19750,434,6159.191133970528,5882.379067734736,16661.592854786904,4832.807662355179
132338,14284,343,9387.464850790857,19229.591650502003,38426.844152915655,12757.775356899638
46332,27357,534,6862.626600820949,5500.703334851852,13975.709436736182,2808.2352744446607
24769,1476,605,1404.694431313848,2342.2792274914254,7047.384135290281,1253.1243075016503
28409,16670,709,2780.6072663799723,2465.491879418059,7663.909380831343,2141.6067584225684
161141,8109,605,22046.698648658767,19114.228914303447,52354.75538123189,9331.603865902547
182099,33819,747,23868.741120520743,11192.165472977656,50939.41239132297,15360.271562613505
162997,40387,464,13406.860034612168,8729.740435630762,49246.857693599224,9302.218553876794
48903,25624,724,6432.474894809662,2854.1273898267104,15554.417186398927,4428.325004990269
27637,16292,432,3639.599543360215,1673.7436692273836,9016.75569840596,2674.3168256126846
31652,44893,362,1946.467024978647,3337.5446799203164,8686.121076617099,2287.4228256816664
175276,35583,774,18216.93767905149,15261.421650074612,46608.655366883664,13276.436098847618
84944,22588,381,4558.632513615324,10925.548847380333,25641.59025459274,4528.918387848242
45805,13450,732,2824.7472558954955,5844.87509025131,13663.600682167296,3038.824706236995
69761,15545,788,4205.210669575537,6674.189443297428,19122.53686381286,5789.949141324103
68946,43963,794,4597.406868179516,10198.049519298309,23909.05841228097,5064.25195535344
185023,27859,310,16686.060412947827,24020.009658276293,53073.385129572926,12937.600875373557
21254,30467,391,1547.5805097647517,2787.130424502757,5685.818753571448,1574.923526151287
140316,14094,449,19917.039354865807,17869.14123344814,47243.93649961159,13242.206772530288
177654,38334,659,16512.885710620892,10518.617366600263,46080.892663991894,14694.596697446124
121205,23031,534,17449.05037945626,12366.303697918951,36658.28166564834,7385.541720540544
66603,103,511,7085.286066887245,8092.975235731334,20920.794344297363,3810.9776234150313
186115,49914,510,27160.96340070971,19746.017527513355,49721.2492922549,11308.037239655327
164928,19085,483,24002.32514321358,18176.45830119891,54131.42784759992,8577.455069088031
147316,22313,490,12499.35862459559,8478.809253850111,36919.79935188187,12420.445634395148
155215,35703,367,10887.239972711608,15658.964247354288,51757.3907645104,8069.093705375482
127991,12393,490,18206.36580064651,15907.210861196467,34281.33492411082,10770.158633146342
91815,5643,681,6962.56050661732,9330.979423385283,23682.547509239866,6711.457208008055
116690,45932,818,9942.547506349365,14659.82569339714,38918.613862609905,6090.301978071853
24670,13163,815,2424.907060664792,2793.6336877867197,6685.088216431633,2070.7762509325876
174727,2980,439,13904.859952932069,10363.459281332625,55678.554537402524,14405.927670200886
126758,34943,342,11768.778739885092,7354.512162949042,35337.40003789509,12456.227884286869
110977,26403,703,9320.272529714355,12880.390617741637,37966.970711932634,6390.756273106439
61148,24885,848,4170.950200821319,6922.766961808286,19521.250184854347,4493.252252800357
25985,37615,842,1372.8216458302486,2498.707602648702,6966.005012908045,2064.0040847826867
86016,18678,834,8060.702516017549,9391.578633957743,27359.577786916132,5318.547674997456
165047,30444,310,19339.60517414028,13963.450236583993,47008.53339257952,12207.066245163318
106054,24375,630,12059.41486750312,7187.413812369901,31053.362337351595,5385.71112553062
37273,9658,849,2672.773495817595,5248.979223138156,11065.940035116026,2987.9813449740404
74910,43986,735,9814.292786881733,8362.528457253044,21571.958756267937,5822.462992628772
158069,8439,341,12949.950361917357,10126.676533763706,47420.593620547996,15588.98187919614
154634,2021,813,11938.116282989102,22019.793797963415,47931.863778365994,9727.47706479383
57417,38998,676,5772.256043536324,7686.398629706579,14384.953748762011,4137.782714337497
181816,32300,755,22492.76455801477,12980.124495471495,45611.09824789329,17195.22015917022
120257,30630,388,8442.596474109067,11894.142916498322,40116.65203463131,11837.293498291252
87071,28740,361,6506.989371546066,12986.423511893518,26352.206577892648,6604.023131968276
85503,19931,770,6595.618026094811,4335.942857213531,24924.818268167797,5100.0270485265355
53275,1767,823,4500.663715751513,7167.460217929391,18108.46468181332,3399.156147098151
110279,41085,695,15649.878051629297,10728.637663541076,37058.1261444803,5920.932806142915
135067,9747,494,14353.036015629124,12897.011002264328,38028.99223111275,8173.679871342996
182051,5713,529,27306.579072722736,14269.16322779606,56690.25448016853,13084.498541356304
115078,28472,651,10642.433869176242,15222.53613316833,37821.3035569047,8406.529833190054
127430,9694,458,18172.27599969387,18150.636535639296,42631.30520450115,8502.8948877713
30926,48027,757,2824.8400823445786,1961.3257387094634,9266.907325918099,2152.7127357000527
38688,8241,670,5021.245273616655,2529.348719404105,13346.931094671234,3335.328165280801
162960,26259,826,10353.909680497864,18618.191315074542,44784.41791617525,8861.027432185938
165610,9745,402,17875.986361870426,12232.330363539104,46385.499972512276,8996.055203016958
178921,37969,321,26242.151402213647,20691.319337738416,47393.668499049265,9262.850497261634
34080,23874,762,3671.2186399722923,3606.9615408061386,8720.145983725748,2047.7708355775833
47429,3579,544,5162.637352984206,6447.104629480788,14686.471807872224,2530.0163190238322
66558,44150,720,7899.933734747452,5602.5253693577415,22682.557641598873,3441.7223241835027
108354,21814,532,14970.942932692009,11430.589202282557,30489.75418024259,6483.595332666054
188996,4711,659,28108.00935043277,27224.397131411934,57316.87885196833,14356.331559998827
154678,13032,380,14680.969279567838,18683.61894127572,48969.595915187645,8052.345276003313
70501,45543,677,6412.493762782486,3778.7581164148155,22362.208532857127,5444.783729853848
157587,45113,424,22518.63793862781,20646.25892696413,42095.07316524184,11546.910028596722
34545,24120,813,2210.80081081423,3768.3583500072955,9003.46684489071,1981.0087128060402
182932,42418,452,15172.32459220255,9796.034445452407,46012.27762889023,9660.702226267407
129728,12018,615,13083.022279596093,10299.628426808313,44273.860179045325,10860.073241627384
32002,19205,598,4420.664576354776,3814.772496175829,9749.404848120823,1731.8953302935945
155962,6242,472,14881.668493098992,12579.004713115619,53535.15130092345,13189.014338484025
73557,12787,401,8362.575239429912,5994.347255444272,19984.364285835887,3775.745726172342
148696,14220,601,18428.174077415213,16068.515429096635,50080.14276614287,14312.05815352901
35705,17392,303,3453.3441988158825,4880.641728441004,9015.186841071423,3429.3596489620854
33017,28522,547,2790.842043905377,4842.597641517122,10266.606956612135,2905.223101716343
53268,17653,482,5038.754061007482,4700.078146092973,14490.283414490325,4396.45087848029
150724,9070,526,16883.319808805845,17155.882542715593,44124.791005985855,13674.14750571879
159221,10319,493,19115.07225538751,16497.207291374154,51140.140776563036,8525.654451083663
93533,36484,749,5970.286096817326,11462.180097936109,24338.543325435243,6249.372079414551
119629,11499,313,12022.616042475676,7010.545441033266,39192.48387254636,11096.85238107754
152773,18131,815,16088.150450324365,20533.687799307532,49564.68159828946,12288.563768778837
142232,7991,720,16612.037377806446,15836.329394745717,49041.29491524629,11969.903438563844
36491,15607,492,3631.7460737974247,4583.911800770321,9167.233308893845,2426.691452750864
178472,49813,346,13862.620415246802,18806.34923063675,59024.13972541393,16678.546944283295
60007,33842,392,3107.4546681206803,5755.943127864424,16027.700455598131,3034.2458045715844
86116,8246,699,12171.43900221887,10430.505998362982,22362.513900445374,5493.542148037382
97941,23353,781,8234.167695439628,13352.164450398499,30596.72750486381,5013.8033870063855
180215,42848,396,10335.786233099638,18061.408638475183,49112.04345010036,17667.69106545217
164017,6281,535,10028.870683000046,12875.133917226955,43654.842509829636,14217.792202127803
